,Unnamed: 0,index,expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,time,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,cell.count,ch2.pos,image.time,orig.cell.count,per_via,per_via_std
155170,155170,162892,HTS022,2017-10-28,SK5-R4,98007,M08,SK5-R4_M08,SKMEL5,6.6,plx4720,3.1e-08,M,trametinib,3.9e-10,M,44,8,2017-10-27 20:36:48,44,0.854446319424,0.184667608242
155188,155188,162910,HTS022,2017-10-28,SK5-R4,98007,M09,SK5-R4_M09,SKMEL5,6.6,plx4720,3.1e-08,M,trametinib,9.8e-11,M,42,11,2017-10-27 20:36:48,42,0.814136534538,0.175955637233
155206,155206,162928,HTS022,2017-10-28,SK5-R4,98007,M10,SK5-R4_M10,SKMEL5,6.6,plx4720,3.1e-08,M,trametinib,2.4e-11,M,48,13,2017-10-27 20:36:48,48,0.899211281193,0.194342456428
155224,155224,162946,HTS022,2017-10-28,SK5-R4,98007,M11,SK5-R4_M11,SKMEL5,6.6,plx4720,3.1e-08,M,trametinib,6.1e-12,M,44,11,2017-10-27 20:36:48,44,0.685681972581,0.148193335278
155242,155242,162964,HTS022,2017-10-28,SK5-R4,98007,M12,SK5-R4_M12,SKMEL5,6.6,plx4720,3.1e-08,M,control,0.0,M,45,17,2017-10-27 20:36:48,45,1.10167958174,0.238101012064
155260,155260,162982,HTS022,2017-10-28,SK5-R4,98007,M13,SK5-R4_M13,SKMEL5,6.6,plx4720,3.1e-08,M,pd98059,4e-07,M,51,8,2017-10-27 20:36:48,51,0.947947165857,0.204875522171
155278,155278,163000,HTS022,2017-10-28,SK5-R4,98007,M14,SK5-R4_M14,SKMEL5,6.6,plx4720,3.1e-08,M,pd98059,1e-07,M,51,13,2017-10-27 20:36:48,51,0.821960068354,0.177646502118
155296,155296,163018,HTS022,2017-10-28,SK5-R4,98007,M15,SK5-R4_M15,SKMEL5,6.6,plx4720,3.1e-08,M,pd98059,2.5e-08,M,48,10,2017-10-27 20:36:48,48,1.04151852563,0.225098675828
155314,155314,163036,HTS022,2017-10-28,SK5-R4,98007,M16,SK5-R4_M16,SKMEL5,6.6,plx4720,3.1e-08,M,pd98059,6.2e-09,M,42,19,2017-10-27 20:36:48,42,1.20183065504,0.259746209367
155332,155332,163054,HTS022,2017-10-28,SK5-R4,98007,M17,SK5-R4_M17,SKMEL5,6.6,plx4720,3.1e-08,M,pd98059,1.6e-09,M,40,8,2017-10-27 20:36:48,40,0.939207040896,0.202986558598
155350,155350,163072,HTS022,2017-10-28,SK5-R4,98007,M18,SK5-R4_M18,SKMEL5,6.6,plx4720,3.1e-08,M,pd98059,3.9e-10,M,46,10,2017-10-27 20:36:48,46,1.34076280791,0.289772985532
155368,155368,163090,HTS022,2017-10-28,SK5-R4,98007,M19,SK5-R4_M19,SKMEL5,6.6,plx4720,3.1e-08,M,pd98059,9.8e-11,M,57,6,2017-10-27 20:36:48,57,0.974543830442,0.210623738676
155386,155386,163108,HTS022,2017-10-28,SK5-R4,98007,M20,SK5-R4_M20,SKMEL5,6.6,plx4720,3.1e-08,M,pd98059,2.4e-11,M,32,4,2017-10-27 20:36:48,32,0.785239149192,0.169710176383
155404,155404,163126,HTS022,2017-10-28,SK5-R4,98007,M21,SK5-R4_M21,SKMEL5,6.6,plx4720,3.1e-08,M,pd98059,6.1e-12,M,45,6,2017-10-27 20:36:48,45,1.03403554827,0.223481413865
155422,155422,163144,HTS022,2017-10-28,SK5-R4,98007,M22,SK5-R4_M22,SKMEL5,6.6,plx4720,3.1e-08,M,control,0.0,M,34,12,2017-10-27 20:36:48,34,0.910611138963,0.196806255991
155440,155440,163162,HTS022,2017-10-28,SK5-R4,98007,M23,SK5-R4_M23,SKMEL5,6.6,control,0.0,M,control,0.0,M,46,17,2017-10-27 20:36:48,46,1.1639263255,0.251554118515
155458,155458,163180,HTS022,2017-10-28,SK5-R4,98007,N02,SK5-R4_N02,SKMEL5,6.6,control,0.0,M,control,0.0,M,25,6,2017-10-27 20:36:48,25,0.823420165229,0.177962066234
155476,155476,163198,HTS022,2017-10-28,SK5-R4,98007,N03,SK5-R4_N03,SKMEL5,6.6,plx4720,7.8e-09,M,trametinib,4e-07,M,60,14,2017-10-27 20:36:48,60,0.317288725064,0.0685741732955
155494,155494,163216,HTS022,2017-10-28,SK5-R4,98007,N04,SK5-R4_N04,SKMEL5,6.6,plx4720,7.8e-09,M,trametinib,1e-07,M,57,20,2017-10-27 20:36:48,57,0.395206520386,0.0854141930537
155512,155512,163234,HTS022,2017-10-28,SK5-R4,98007,N05,SK5-R4_N05,SKMEL5,6.6,plx4720,7.8e-09,M,trametinib,2.5e-08,M,53,14,2017-10-27 20:36:48,53,0.240011829974,0.0518726683976
155530,155530,163252,HTS022,2017-10-28,SK5-R4,98007,N06,SK5-R4_N06,SKMEL5,6.6,plx4720,7.8e-09,M,trametinib,6.2e-09,M,53,16,2017-10-27 20:36:48,53,0.493271574888,0.106608548574
155548,155548,163270,HTS022,2017-10-28,SK5-R4,98007,N07,SK5-R4_N07,SKMEL5,6.6,plx4720,7.8e-09,M,trametinib,1.6e-09,M,43,18,2017-10-27 20:36:48,43,0.220827738766,0.0477264977616
155566,155566,163288,HTS022,2017-10-28,SK5-R4,98007,N08,SK5-R4_N08,SKMEL5,6.6,plx4720,7.8e-09,M,trametinib,3.9e-10,M,35,11,2017-10-27 20:36:48,35,0.515061273678,0.111317857361
155584,155584,163306,HTS022,2017-10-28,SK5-R4,98007,N09,SK5-R4_N09,SKMEL5,6.6,plx4720,7.8e-09,M,trametinib,9.8e-11,M,47,11,2017-10-27 20:36:48,47,0.813370071307,0.175789985011
155602,155602,163324,HTS022,2017-10-28,SK5-R4,98007,N10,SK5-R4_N10,SKMEL5,6.6,plx4720,7.8e-09,M,trametinib,2.4e-11,M,52,14,2017-10-27 20:36:48,52,0.977011709192,0.211157110119
155620,155620,163342,HTS022,2017-10-28,SK5-R4,98007,N11,SK5-R4_N11,SKMEL5,6.6,plx4720,7.8e-09,M,trametinib,6.1e-12,M,69,20,2017-10-27 20:36:48,69,0.626368751088,0.135374237692
155638,155638,163360,HTS022,2017-10-28,SK5-R4,98007,N12,SK5-R4_N12,SKMEL5,6.6,plx4720,7.8e-09,M,control,0.0,M,39,8,2017-10-27 20:36:48,39,0.954239952655,0.206235553645
155656,155656,163378,HTS022,2017-10-28,SK5-R4,98007,N13,SK5-R4_N13,SKMEL5,6.6,plx4720,7.8e-09,M,pd98059,4e-07,M,61,16,2017-10-27 20:36:48,61,0.62212711289,0.134457511664
155674,155674,163396,HTS022,2017-10-28,SK5-R4,98007,N14,SK5-R4_N14,SKMEL5,6.6,plx4720,7.8e-09,M,pd98059,1e-07,M,42,12,2017-10-27 20:36:48,42,1.12912686675,0.244033069304
155692,155692,163414,HTS022,2017-10-28,SK5-R4,98007,N15,SK5-R4_N15,SKMEL5,6.6,plx4720,7.8e-09,M,pd98059,2.5e-08,M,41,9,2017-10-27 20:36:48,41,0.806824691517,0.174375361759
155710,155710,163432,HTS022,2017-10-28,SK5-R4,98007,N16,SK5-R4_N16,SKMEL5,6.6,plx4720,7.8e-09,M,pd98059,6.2e-09,M,51,11,2017-10-27 20:36:48,51,0.844213769917,0.18245609372
155728,155728,163450,HTS022,2017-10-28,SK5-R4,98007,N17,SK5-R4_N17,SKMEL5,6.6,plx4720,7.8e-09,M,pd98059,1.6e-09,M,44,13,2017-10-27 20:36:48,44,0.665415099656,0.143813147939
155746,155746,163468,HTS022,2017-10-28,SK5-R4,98007,N18,SK5-R4_N18,SKMEL5,6.6,plx4720,7.8e-09,M,pd98059,3.9e-10,M,45,6,2017-10-27 20:36:48,45,0.927333489329,0.200420381742
155764,155764,163486,HTS022,2017-10-28,SK5-R4,98007,N19,SK5-R4_N19,SKMEL5,6.6,plx4720,7.8e-09,M,pd98059,9.8e-11,M,39,8,2017-10-27 20:36:48,39,1.04606608719,0.226081519685
155782,155782,163504,HTS022,2017-10-28,SK5-R4,98007,N20,SK5-R4_N20,SKMEL5,6.6,plx4720,7.8e-09,M,pd98059,2.4e-11,M,27,4,2017-10-27 20:36:48,27,1.1365628721,0.24564017942
155800,155800,163522,HTS022,2017-10-28,SK5-R4,98007,N21,SK5-R4_N21,SKMEL5,6.6,plx4720,7.8e-09,M,pd98059,6.1e-12,M,43,10,2017-10-27 20:36:48,43,1.05545467957,0.228110633581
155818,155818,163540,HTS022,2017-10-28,SK5-R4,98007,N22,SK5-R4_N22,SKMEL5,6.6,plx4720,7.8e-09,M,control,0.0,M,34,4,2017-10-27 20:36:48,34,1.13065147109,0.244362575127
155836,155836,163558,HTS022,2017-10-28,SK5-R4,98007,N23,SK5-R4_N23,SKMEL5,6.6,control,0.0,M,control,0.0,M,47,19,2017-10-27 20:36:48,47,1.04778273014,0.22645252994
155854,155854,163576,HTS022,2017-10-28,SK5-R4,98007,O02,SK5-R4_O02,SKMEL5,6.6,control,0.0,M,control,0.0,M,29,8,2017-10-27 20:36:48,29,0.947692089643,0.204820393705
155872,155872,163594,HTS022,2017-10-28,SK5-R4,98007,O03,SK5-R4_O03,SKMEL5,6.6,control,0.0,M,trametinib,4e-07,M,18,7,2017-10-27 20:36:48,18,0.634944738435,0.137227726947
155890,155890,163612,HTS022,2017-10-28,SK5-R4,98007,O04,SK5-R4_O04,SKMEL5,6.6,control,0.0,M,trametinib,1e-07,M,46,10,2017-10-27 20:36:48,46,0.501935824437,0.108481113538
155908,155908,163630,HTS022,2017-10-28,SK5-R4,98007,O05,SK5-R4_O05,SKMEL5,6.6,control,0.0,M,trametinib,2.5e-08,M,38,6,2017-10-27 20:36:48,38,0.560801197225,0.121203419614
155926,155926,163648,HTS022,2017-10-28,SK5-R4,98007,O06,SK5-R4_O06,SKMEL5,6.6,control,0.0,M,trametinib,6.2e-09,M,33,15,2017-10-27 20:36:48,33,0.953206931879,0.206012291549
155944,155944,163666,HTS022,2017-10-28,SK5-R4,98007,O07,SK5-R4_O07,SKMEL5,6.6,control,0.0,M,trametinib,1.6e-09,M,42,11,2017-10-27 20:36:48,42,0.974842695351,0.210688330993
155962,155962,163684,HTS022,2017-10-28,SK5-R4,98007,O08,SK5-R4_O08,SKMEL5,6.6,control,0.0,M,trametinib,3.9e-10,M,41,10,2017-10-27 20:36:48,41,1.02594420386,0.22173266829
155980,155980,163702,HTS022,2017-10-28,SK5-R4,98007,O09,SK5-R4_O09,SKMEL5,6.6,control,0.0,M,trametinib,9.8e-11,M,32,11,2017-10-27 20:36:48,32,1.02317879774,0.221134993605
155998,155998,163720,HTS022,2017-10-28,SK5-R4,98007,O10,SK5-R4_O10,SKMEL5,6.6,control,0.0,M,trametinib,2.4e-11,M,31,9,2017-10-27 20:36:48,31,0.799714457058,0.172838659029
156016,156016,163738,HTS022,2017-10-28,SK5-R4,98007,O11,SK5-R4_O11,SKMEL5,6.6,control,0.0,M,trametinib,6.1e-12,M,23,7,2017-10-27 20:36:48,23,1.27027349139,0.27453844921
156034,156034,163756,HTS022,2017-10-28,SK5-R4,98007,O12,SK5-R4_O12,SKMEL5,6.6,control,0.0,M,control,0.0,M,46,3,2017-10-27 20:36:48,46,0.899858138827,0.194482258835
156052,156052,163774,HTS022,2017-10-28,SK5-R4,98007,O13,SK5-R4_O13,SKMEL5,6.6,control,0.0,M,pd98059,4e-07,M,35,10,2017-10-27 20:36:48,35,1.01918297432,0.22027139441
156070,156070,163792,HTS022,2017-10-28,SK5-R4,98007,O14,SK5-R4_O14,SKMEL5,6.6,control,0.0,M,pd98059,1e-07,M,41,7,2017-10-27 20:36:48,41,1.11227391507,0.240390717282
156088,156088,163810,HTS022,2017-10-28,SK5-R4,98007,O15,SK5-R4_O15,SKMEL5,6.6,control,0.0,M,pd98059,2.5e-08,M,40,8,2017-10-27 20:36:48,40,1.11873862545,0.241787905822
156106,156106,163828,HTS022,2017-10-28,SK5-R4,98007,O16,SK5-R4_O16,SKMEL5,6.6,control,0.0,M,pd98059,6.2e-09,M,56,17,2017-10-27 20:36:48,56,0.925312180553,0.199983525443
156124,156124,163846,HTS022,2017-10-28,SK5-R4,98007,O17,SK5-R4_O17,SKMEL5,6.6,control,0.0,M,pd98059,1.6e-09,M,44,4,2017-10-27 20:36:48,44,0.849541376146,0.183607525095
156142,156142,163864,HTS022,2017-10-28,SK5-R4,98007,O18,SK5-R4_O18,SKMEL5,6.6,control,0.0,M,pd98059,3.9e-10,M,34,11,2017-10-27 20:36:48,34,1.08757202739,0.235052010317
156160,156160,163882,HTS022,2017-10-28,SK5-R4,98007,O19,SK5-R4_O19,SKMEL5,6.6,control,0.0,M,pd98059,9.8e-11,M,34,11,2017-10-27 20:36:48,34,0.883852976862,0.19102313576
156178,156178,163900,HTS022,2017-10-28,SK5-R4,98007,O20,SK5-R4_O20,SKMEL5,6.6,control,0.0,M,pd98059,2.4e-11,M,40,16,2017-10-27 20:36:48,40,1.04651139783,0.226177762654
156196,156196,163918,HTS022,2017-10-28,SK5-R4,98007,O21,SK5-R4_O21,SKMEL5,6.6,control,0.0,M,pd98059,6.1e-12,M,26,6,2017-10-27 20:36:48,26,0.811124897766,0.175304745835
156214,156214,163936,HTS022,2017-10-28,SK5-R4,98007,O22,SK5-R4_O22,SKMEL5,6.6,control,0.0,M,control,0.0,M,29,10,2017-10-27 20:36:48,29,1.39513389126,0.301523961213
156232,156232,163954,HTS022,2017-10-28,SK5-R4,98007,O23,SK5-R4_O23,SKMEL5,6.6,control,0.0,M,control,0.0,M,37,12,2017-10-27 20:36:48,37,0.713956573484,0.15430419655
156250,156250,163972,HTS022,2017-10-28,SK5c10-R1,98000,B02,SK5c10-R1_B02,SKMEL5c10,5.3,control,0.0,M,control,0.0,M,100,18,2017-10-27 19:17:36,100,0.702293446007,0.0748193298337
156268,156268,163990,HTS022,2017-10-28,SK5c10-R1,98000,B03,SK5c10-R1_B03,SKMEL5c10,5.3,dabrafenib,4e-07,M,selumetinib,4e-06,M,126,19,2017-10-27 19:17:36,126,0.227093419247,0.0241935583115
156286,156286,164008,HTS022,2017-10-28,SK5c10-R1,98000,B04,SK5c10-R1_B04,SKMEL5c10,5.3,dabrafenib,4e-07,M,selumetinib,1e-06,M,105,16,2017-10-27 19:17:36,105,0.26936244103,0.028696718494
156304,156304,164026,HTS022,2017-10-28,SK5c10-R1,98000,B05,SK5c10-R1_B05,SKMEL5c10,5.3,dabrafenib,4e-07,M,selumetinib,2.5e-07,M,144,15,2017-10-27 19:17:36,144,0.230683464812,0.0245760263591
156322,156322,164044,HTS022,2017-10-28,SK5c10-R1,98000,B06,SK5c10-R1_B06,SKMEL5c10,5.3,dabrafenib,4e-07,M,selumetinib,6.3e-08,M,149,27,2017-10-27 19:17:36,149,0.223457066003,0.0238061568423
156340,156340,164062,HTS022,2017-10-28,SK5c10-R1,98000,B07,SK5c10-R1_B07,SKMEL5c10,5.3,dabrafenib,4e-07,M,selumetinib,1.6e-08,M,94,20,2017-10-27 19:17:36,94,0.303907575427,0.0323770088616
156358,156358,164080,HTS022,2017-10-28,SK5c10-R1,98000,B08,SK5c10-R1_B08,SKMEL5c10,5.3,dabrafenib,4e-07,M,selumetinib,3.9e-09,M,137,24,2017-10-27 19:17:36,137,0.257012054639,0.0273809613298
156376,156376,164098,HTS022,2017-10-28,SK5c10-R1,98000,B09,SK5c10-R1_B09,SKMEL5c10,5.3,dabrafenib,4e-07,M,selumetinib,9.8e-10,M,102,14,2017-10-27 19:17:36,102,0.247433546135,0.0263605081401
156394,156394,164116,HTS022,2017-10-28,SK5c10-R1,98000,B10,SK5c10-R1_B10,SKMEL5c10,5.3,dabrafenib,4e-07,M,selumetinib,2.4e-10,M,140,24,2017-10-27 19:17:36,140,0.3106792064,0.033098429365
156412,156412,164134,HTS022,2017-10-28,SK5c10-R1,98000,B11,SK5c10-R1_B11,SKMEL5c10,5.3,dabrafenib,4e-07,M,selumetinib,6.1e-11,M,149,34,2017-10-27 19:17:36,149,0.283613897397,0.030215007495
156430,156430,164152,HTS022,2017-10-28,SK5c10-R1,98000,B12,SK5c10-R1_B12,SKMEL5c10,5.3,dabrafenib,4e-07,M,control,0.0,M,126,12,2017-10-27 19:17:36,126,0.33496570774,0.0356858089918
156448,156448,164170,HTS022,2017-10-28,SK5c10-R1,98000,B13,SK5c10-R1_B13,SKMEL5c10,5.3,dabrafenib,4e-07,M,cobimetinib,8e-07,M,125,13,2017-10-27 19:17:36,125,0.156824891117,0.016707450883
156466,156466,164188,HTS022,2017-10-28,SK5c10-R1,98000,B14,SK5c10-R1_B14,SKMEL5c10,5.3,dabrafenib,4e-07,M,cobimetinib,2e-07,M,120,20,2017-10-27 19:17:36,120,0.207842300276,0.0221426267128
156484,156484,164206,HTS022,2017-10-28,SK5c10-R1,98000,B15,SK5c10-R1_B15,SKMEL5c10,5.3,dabrafenib,4e-07,M,cobimetinib,5e-08,M,174,23,2017-10-27 19:17:36,174,0.197750265797,0.0210674646695
156502,156502,164224,HTS022,2017-10-28,SK5c10-R1,98000,B16,SK5c10-R1_B16,SKMEL5c10,5.3,dabrafenib,4e-07,M,cobimetinib,1.2e-08,M,155,34,2017-10-27 19:17:36,155,0.230721293481,0.0245800564633
156520,156520,164242,HTS022,2017-10-28,SK5c10-R1,98000,B17,SK5c10-R1_B17,SKMEL5c10,5.3,dabrafenib,4e-07,M,cobimetinib,3.1e-09,M,115,21,2017-10-27 19:17:36,115,0.200892815971,0.0214022584788
156538,156538,164260,HTS022,2017-10-28,SK5c10-R1,98000,B18,SK5c10-R1_B18,SKMEL5c10,5.3,dabrafenib,4e-07,M,cobimetinib,7.8e-10,M,157,20,2017-10-27 19:17:36,157,0.281400967101,0.029979251398
156556,156556,164278,HTS022,2017-10-28,SK5c10-R1,98000,B19,SK5c10-R1_B19,SKMEL5c10,5.3,dabrafenib,4e-07,M,cobimetinib,2e-10,M,141,23,2017-10-27 19:17:36,141,0.232598780935,0.0247800759193
156574,156574,164296,HTS022,2017-10-28,SK5c10-R1,98000,B20,SK5c10-R1_B20,SKMEL5c10,5.3,dabrafenib,4e-07,M,cobimetinib,4.9e-11,M,91,9,2017-10-27 19:17:36,91,0.257994315538,0.0274856071906
156592,156592,164314,HTS022,2017-10-28,SK5c10-R1,98000,B21,SK5c10-R1_B21,SKMEL5c10,5.3,dabrafenib,4e-07,M,cobimetinib,1.2e-11,M,163,18,2017-10-27 19:17:36,163,0.276335641491,0.0294396133455
156610,156610,164332,HTS022,2017-10-28,SK5c10-R1,98000,B22,SK5c10-R1_B22,SKMEL5c10,5.3,dabrafenib,4e-07,M,control,0.0,M,101,15,2017-10-27 19:17:36,101,0.343238196985,0.0365671244944
156628,156628,164350,HTS022,2017-10-28,SK5c10-R1,98000,B23,SK5c10-R1_B23,SKMEL5c10,5.3,control,0.0,M,control,0.0,M,160,31,2017-10-27 19:17:36,160,0.695196900976,0.0740632943811
156646,156646,164368,HTS022,2017-10-28,SK5c10-R1,98000,C02,SK5c10-R1_C02,SKMEL5c10,5.3,control,0.0,M,control,0.0,M,88,42,2017-10-27 19:17:36,88,0.42160084888,0.0449155451327
156664,156664,164386,HTS022,2017-10-28,SK5c10-R1,98000,C03,SK5c10-R1_C03,SKMEL5c10,5.3,dabrafenib,1e-07,M,selumetinib,4e-06,M,124,39,2017-10-27 19:17:36,124,0.212174767063,0.0226041891314
156682,156682,164404,HTS022,2017-10-28,SK5c10-R1,98000,C04,SK5c10-R1_C04,SKMEL5c10,5.3,dabrafenib,1e-07,M,selumetinib,1e-06,M,116,32,2017-10-27 19:17:36,116,0.258556175895,0.0275454653817
156700,156700,164422,HTS022,2017-10-28,SK5c10-R1,98000,C05,SK5c10-R1_C05,SKMEL5c10,5.3,dabrafenib,1e-07,M,selumetinib,2.5e-07,M,90,33,2017-10-27 19:17:36,90,0.265057732601,0.0282381133317
156718,156718,164440,HTS022,2017-10-28,SK5c10-R1,98000,C06,SK5c10-R1_C06,SKMEL5c10,5.3,dabrafenib,1e-07,M,selumetinib,6.3e-08,M,90,18,2017-10-27 19:17:36,90,0.309509640532,0.0329738288366
156736,156736,164458,HTS022,2017-10-28,SK5c10-R1,98000,C07,SK5c10-R1_C07,SKMEL5c10,5.3,dabrafenib,1e-07,M,selumetinib,1.6e-08,M,154,44,2017-10-27 19:17:36,154,0.325209705686,0.034646446401
156754,156754,164476,HTS022,2017-10-28,SK5c10-R1,98000,C08,SK5c10-R1_C08,SKMEL5c10,5.3,dabrafenib,1e-07,M,selumetinib,3.9e-09,M,113,24,2017-10-27 19:17:36,113,0.310818678572,0.0331132881316
156772,156772,164494,HTS022,2017-10-28,SK5c10-R1,98000,C09,SK5c10-R1_C09,SKMEL5c10,5.3,dabrafenib,1e-07,M,selumetinib,9.8e-10,M,126,30,2017-10-27 19:17:36,126,0.290459705034,0.0309443304617
156790,156790,164512,HTS022,2017-10-28,SK5c10-R1,98000,C10,SK5c10-R1_C10,SKMEL5c10,5.3,dabrafenib,1e-07,M,selumetinib,2.4e-10,M,99,19,2017-10-27 19:17:36,99,0.360504356931,0.0384065870771
156808,156808,164530,HTS022,2017-10-28,SK5c10-R1,98000,C11,SK5c10-R1_C11,SKMEL5c10,5.3,dabrafenib,1e-07,M,selumetinib,6.1e-11,M,97,24,2017-10-27 19:17:36,97,0.373393977027,0.0397797918861
156826,156826,164548,HTS022,2017-10-28,SK5c10-R1,98000,C12,SK5c10-R1_C12,SKMEL5c10,5.3,dabrafenib,1e-07,M,control,0.0,M,154,30,2017-10-27 19:17:36,154,0.414759664682,0.0441867147273
156844,156844,164566,HTS022,2017-10-28,SK5c10-R1,98000,C13,SK5c10-R1_C13,SKMEL5c10,5.3,dabrafenib,1e-07,M,cobimetinib,8e-07,M,147,28,2017-10-27 19:17:36,147,0.194921050052,0.0207660521657
156862,156862,164584,HTS022,2017-10-28,SK5c10-R1,98000,C14,SK5c10-R1_C14,SKMEL5c10,5.3,dabrafenib,1e-07,M,cobimetinib,2e-07,M,138,29,2017-10-27 19:17:36,138,0.250958633054,0.0267360557725
156880,156880,164602,HTS022,2017-10-28,SK5c10-R1,98000,C15,SK5c10-R1_C15,SKMEL5c10,5.3,dabrafenib,1e-07,M,cobimetinib,5e-08,M,133,16,2017-10-27 19:17:36,133,0.265116323946,0.0282443554021
156898,156898,164620,HTS022,2017-10-28,SK5c10-R1,98000,C16,SK5c10-R1_C16,SKMEL5c10,5.3,dabrafenib,1e-07,M,cobimetinib,1.2e-08,M,134,31,2017-10-27 19:17:36,134,0.342322864485,0.036469608898
156916,156916,164638,HTS022,2017-10-28,SK5c10-R1,98000,C17,SK5c10-R1_C17,SKMEL5c10,5.3,dabrafenib,1e-07,M,cobimetinib,3.1e-09,M,166,29,2017-10-27 19:17:36,166,0.337241117196,0.0359282213503
156934,156934,164656,HTS022,2017-10-28,SK5c10-R1,98000,C18,SK5c10-R1_C18,SKMEL5c10,5.3,dabrafenib,1e-07,M,cobimetinib,7.8e-10,M,115,19,2017-10-27 19:17:36,115,0.409629128977,0.0436401294711
156952,156952,164674,HTS022,2017-10-28,SK5c10-R1,98000,C19,SK5c10-R1_C19,SKMEL5c10,5.3,dabrafenib,1e-07,M,cobimetinib,2e-10,M,149,23,2017-10-27 19:17:36,149,0.43445231339,0.0462846850093
156970,156970,164692,HTS022,2017-10-28,SK5c10-R1,98000,C20,SK5c10-R1_C20,SKMEL5c10,5.3,dabrafenib,1e-07,M,cobimetinib,4.9e-11,M,106,30,2017-10-27 19:17:36,106,0.386028009809,0.0411257675195
156988,156988,164710,HTS022,2017-10-28,SK5c10-R1,98000,C21,SK5c10-R1_C21,SKMEL5c10,5.3,dabrafenib,1e-07,M,cobimetinib,1.2e-11,M,140,35,2017-10-27 19:17:36,140,0.361590879763,0.0385223405568
157006,157006,164728,HTS022,2017-10-28,SK5c10-R1,98000,C22,SK5c10-R1_C22,SKMEL5c10,5.3,dabrafenib,1e-07,M,control,0.0,M,122,25,2017-10-27 19:17:36,122,0.418860285018,0.04462357722
157024,157024,164746,HTS022,2017-10-28,SK5c10-R1,98000,C23,SK5c10-R1_C23,SKMEL5c10,5.3,control,0.0,M,control,0.0,M,101,19,2017-10-27 19:17:36,101,0.755111699012,0.0804463598385
157042,157042,164764,HTS022,2017-10-28,SK5c10-R1,98000,D02,SK5c10-R1_D02,SKMEL5c10,5.3,control,0.0,M,control,0.0,M,109,19,2017-10-27 19:17:36,109,0.751764731673,0.0800897883017
157060,157060,164782,HTS022,2017-10-28,SK5c10-R1,98000,D03,SK5c10-R1_D03,SKMEL5c10,5.3,dabrafenib,2.5e-08,M,selumetinib,4e-06,M,126,26,2017-10-27 19:17:36,126,0.281675596091,0.0300085091921
157078,157078,164800,HTS022,2017-10-28,SK5c10-R1,98000,D04,SK5c10-R1_D04,SKMEL5c10,5.3,dabrafenib,2.5e-08,M,selumetinib,1e-06,M,136,23,2017-10-27 19:17:36,136,0.260440614463,0.0277462253797
157096,157096,164818,HTS022,2017-10-28,SK5c10-R1,98000,D05,SK5c10-R1_D05,SKMEL5c10,5.3,dabrafenib,2.5e-08,M,selumetinib,2.5e-07,M,118,18,2017-10-27 19:17:36,118,0.347134559939,0.0369822262822
157114,157114,164836,HTS022,2017-10-28,SK5c10-R1,98000,D06,SK5c10-R1_D06,SKMEL5c10,5.3,dabrafenib,2.5e-08,M,selumetinib,6.3e-08,M,122,28,2017-10-27 19:17:36,122,0.35235606958,0.0375385035112
157132,157132,164854,HTS022,2017-10-28,SK5c10-R1,98000,D07,SK5c10-R1_D07,SKMEL5c10,5.3,dabrafenib,2.5e-08,M,selumetinib,1.6e-08,M,108,29,2017-10-27 19:17:36,108,0.297450520273,0.0316891019161
157150,157150,164872,HTS022,2017-10-28,SK5c10-R1,98000,D08,SK5c10-R1_D08,SKMEL5c10,5.3,dabrafenib,2.5e-08,M,selumetinib,3.9e-09,M,159,30,2017-10-27 19:17:36,159,0.324388471849,0.0345589556723
157168,157168,164890,HTS022,2017-10-28,SK5c10-R1,98000,D09,SK5c10-R1_D09,SKMEL5c10,5.3,dabrafenib,2.5e-08,M,selumetinib,9.8e-10,M,101,22,2017-10-27 19:17:36,101,0.376666221158,0.0401284027329
157186,157186,164908,HTS022,2017-10-28,SK5c10-R1,98000,D10,SK5c10-R1_D10,SKMEL5c10,5.3,dabrafenib,2.5e-08,M,selumetinib,2.4e-10,M,166,24,2017-10-27 19:17:36,166,0.319992856708,0.034090665699
157204,157204,164926,HTS022,2017-10-28,SK5c10-R1,98000,D11,SK5c10-R1_D11,SKMEL5c10,5.3,dabrafenib,2.5e-08,M,selumetinib,6.1e-11,M,94,21,2017-10-27 19:17:36,94,0.346405243955,0.0369045280871
157222,157222,164944,HTS022,2017-10-28,SK5c10-R1,98000,D12,SK5c10-R1_D12,SKMEL5c10,5.3,dabrafenib,2.5e-08,M,control,0.0,M,157,29,2017-10-27 19:17:36,157,0.441664556228,0.0470530464098
157240,157240,164962,HTS022,2017-10-28,SK5c10-R1,98000,D13,SK5c10-R1_D13,SKMEL5c10,5.3,dabrafenib,2.5e-08,M,cobimetinib,8e-07,M,106,16,2017-10-27 19:17:36,106,0.254535450974,0.0271171146037
157258,157258,164980,HTS022,2017-10-28,SK5c10-R1,98000,D14,SK5c10-R1_D14,SKMEL5c10,5.3,dabrafenib,2.5e-08,M,cobimetinib,2e-07,M,138,23,2017-10-27 19:17:36,138,0.316898967417,0.0337610560115
157276,157276,164998,HTS022,2017-10-28,SK5c10-R1,98000,D15,SK5c10-R1_D15,SKMEL5c10,5.3,dabrafenib,2.5e-08,M,cobimetinib,5e-08,M,178,24,2017-10-27 19:17:36,178,0.270083329538,0.0287735188619
