,index,expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,time,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,cell.count,ch2.pos,image.time,orig.cell.count,rate,rate.95ci
4145,4212,HTS022,2017-10-28,375-R3,97982,G05,375-R3_G05,A375,1.9,raf265,3.9E-09,M,selumetinib,0.00000025,M,78,52,2017-10-27 15:52:36,78,0.00906,0.00124
4146,4213,HTS022,2017-10-28,375-R3,97982,G06,375-R3_G06,A375,1.9,raf265,3.9E-09,M,selumetinib,0.000000063,M,98,74,2017-10-27 15:52:36,98,0.01453,0.0009
4147,4214,HTS022,2017-10-28,375-R3,97982,G07,375-R3_G07,A375,1.9,raf265,3.9E-09,M,selumetinib,0.000000016,M,93,78,2017-10-27 15:52:36,93,0.01307,0.00061
4148,4215,HTS022,2017-10-28,375-R3,97982,G08,375-R3_G08,A375,1.9,raf265,3.9E-09,M,selumetinib,3.9E-09,M,91,53,2017-10-27 15:52:36,91,0.01566,0.00156
4149,4216,HTS022,2017-10-28,375-R3,97982,G09,375-R3_G09,A375,1.9,raf265,3.9E-09,M,selumetinib,0.000000001,M,79,47,2017-10-27 15:52:36,79,0.02414,0.00137
4150,4217,HTS022,2017-10-28,375-R3,97982,G10,375-R3_G10,A375,1.9,raf265,3.9E-09,M,selumetinib,2.4E-10,M,90,67,2017-10-27 15:52:36,90,0.02332,0.00072
4151,4218,HTS022,2017-10-28,375-R3,97982,G11,375-R3_G11,A375,1.9,raf265,3.9E-09,M,selumetinib,6.1E-11,M,89,72,2017-10-27 15:52:36,89,0.02869,0.00093
4152,4219,HTS022,2017-10-28,375-R3,97982,G12,375-R3_G12,A375,1.9,raf265,3.9E-09,M,control,0,M,104,75,2017-10-27 15:52:36,104,0.02826,0.00138
4153,4220,HTS022,2017-10-28,375-R3,97982,G13,375-R3_G13,A375,1.9,raf265,3.9E-09,M,cobimetinib,0.0000008,M,64,45,2017-10-27 15:52:36,64,-0.01531,0.00107
4154,4221,HTS022,2017-10-28,375-R3,97982,G14,375-R3_G14,A375,1.9,raf265,3.9E-09,M,cobimetinib,0.0000002,M,72,52,2017-10-27 15:52:36,72,-0.00912,0.00195
4155,4222,HTS022,2017-10-28,375-R3,97982,G15,375-R3_G15,A375,1.9,raf265,3.9E-09,M,cobimetinib,0.00000005,M,74,56,2017-10-27 15:52:36,74,0.00728,0.00178
4156,4223,HTS022,2017-10-28,375-R3,97982,G16,375-R3_G16,A375,1.9,raf265,3.9E-09,M,cobimetinib,0.000000012,M,86,69,2017-10-27 15:52:36,86,0.00485,0.00196
4157,4224,HTS022,2017-10-28,375-R3,97982,G17,375-R3_G17,A375,1.9,raf265,3.9E-09,M,cobimetinib,3.1E-09,M,61,44,2017-10-27 15:52:36,61,0.00898,0.00211
4158,4225,HTS022,2017-10-28,375-R3,97982,G18,375-R3_G18,A375,1.9,raf265,3.9E-09,M,cobimetinib,7.8E-10,M,83,56,2017-10-27 15:52:36,83,0.00876,0.00102
4159,4226,HTS022,2017-10-28,375-R3,97982,G19,375-R3_G19,A375,1.9,raf265,3.9E-09,M,cobimetinib,2E-10,M,76,55,2017-10-27 15:52:36,76,0.01299,0.00113
4160,4227,HTS022,2017-10-28,375-R3,97982,G20,375-R3_G20,A375,1.9,raf265,3.9E-09,M,cobimetinib,4.9E-11,M,74,52,2017-10-27 15:52:36,74,0.01695,0.00091
4161,4228,HTS022,2017-10-28,375-R3,97982,G21,375-R3_G21,A375,1.9,raf265,3.9E-09,M,cobimetinib,1.2E-11,M,71,42,2017-10-27 15:52:36,71,0.0161,0.0015
4162,4229,HTS022,2017-10-28,375-R3,97982,G22,375-R3_G22,A375,1.9,raf265,3.9E-09,M,control,0,M,75,47,2017-10-27 15:52:36,75,0.02477,0.00047
4163,4230,HTS022,2017-10-28,375-R3,97982,G23,375-R3_G23,A375,1.9,control,0,M,control,0,M,77,53,2017-10-27 15:52:36,77,0.03964,0.00178
4164,4231,HTS022,2017-10-28,375-R3,97982,H03,375-R3_H03,A375,1.9,control,0,M,selumetinib,0.000004,M,67,34,2017-10-27 15:52:36,67,0.01174,0.00148
4165,4232,HTS022,2017-10-28,375-R3,97982,H04,375-R3_H04,A375,1.9,control,0,M,selumetinib,0.000001,M,72,54,2017-10-27 15:52:36,72,0.01544,0.00128
4166,4233,HTS022,2017-10-28,375-R3,97982,H05,375-R3_H05,A375,1.9,control,0,M,selumetinib,0.00000025,M,80,55,2017-10-27 15:52:36,80,0.01842,0.00184
4167,4234,HTS022,2017-10-28,375-R3,97982,H06,375-R3_H06,A375,1.9,control,0,M,selumetinib,0.000000063,M,101,74,2017-10-27 15:52:36,101,0.02606,0.00361
4168,4235,HTS022,2017-10-28,375-R3,97982,H07,375-R3_H07,A375,1.9,control,0,M,selumetinib,0.000000016,M,81,57,2017-10-27 15:52:36,81,0.025,0.00235
4169,4236,HTS022,2017-10-28,375-R3,97982,H08,375-R3_H08,A375,1.9,control,0,M,selumetinib,3.9E-09,M,88,62,2017-10-27 15:52:36,88,0.03493,0.00172
4170,4237,HTS022,2017-10-28,375-R3,97982,H09,375-R3_H09,A375,1.9,control,0,M,selumetinib,0.000000001,M,98,75,2017-10-27 15:52:36,98,0.04278,0.00099
4171,4238,HTS022,2017-10-28,375-R3,97982,H10,375-R3_H10,A375,1.9,control,0,M,selumetinib,2.4E-10,M,80,54,2017-10-27 15:52:36,80,0.04788,0.00171
4172,4239,HTS022,2017-10-28,375-R3,97982,H11,375-R3_H11,A375,1.9,control,0,M,selumetinib,6.1E-11,M,114,80,2017-10-27 15:52:36,114,0.02637,0.00416
4173,4240,HTS022,2017-10-28,375-R3,97982,H13,375-R3_H13,A375,1.9,control,0,M,cobimetinib,0.0000008,M,82,53,2017-10-27 15:52:36,82,0.00513,0.00195
4174,4241,HTS022,2017-10-28,375-R3,97982,H14,375-R3_H14,A375,1.9,control,0,M,cobimetinib,0.0000002,M,59,41,2017-10-27 15:52:36,59,0.00885,0.0019
4175,4242,HTS022,2017-10-28,375-R3,97982,H15,375-R3_H15,A375,1.9,control,0,M,cobimetinib,0.00000005,M,100,68,2017-10-27 15:52:36,100,0.00719,0.0013
4176,4243,HTS022,2017-10-28,375-R3,97982,H16,375-R3_H16,A375,1.9,control,0,M,cobimetinib,0.000000012,M,87,63,2017-10-27 15:52:36,87,0.01026,0.00121
4177,4244,HTS022,2017-10-28,375-R3,97982,H17,375-R3_H17,A375,1.9,control,0,M,cobimetinib,3.1E-09,M,60,37,2017-10-27 15:52:36,60,0.01785,0.00106
4178,4245,HTS022,2017-10-28,375-R3,97982,H18,375-R3_H18,A375,1.9,control,0,M,cobimetinib,7.8E-10,M,77,55,2017-10-27 15:52:36,77,0.01603,0.00077
4179,4246,HTS022,2017-10-28,375-R3,97982,H19,375-R3_H19,A375,1.9,control,0,M,cobimetinib,2E-10,M,79,59,2017-10-27 15:52:36,79,0.01898,0.00176
4180,4247,HTS022,2017-10-28,375-R3,97982,H20,375-R3_H20,A375,1.9,control,0,M,cobimetinib,4.9E-11,M,78,65,2017-10-27 15:52:36,78,0.0254,0.00115
4181,4248,HTS022,2017-10-28,375-R3,97982,H21,375-R3_H21,A375,1.9,control,0,M,cobimetinib,1.2E-11,M,68,39,2017-10-27 15:52:36,68,0.02508,0.00227
4182,4249,HTS022,2017-10-28,375-R3,97982,H23,375-R3_H23,A375,1.9,control,0,M,control,0,M,69,44,2017-10-27 15:52:36,69,0.04757,0.00106
4183,4250,HTS022,2017-10-28,375-R3,97982,I02,375-R3_I02,A375,1.9,control,0,M,control,0,M,46,33,2017-10-27 15:52:36,46,0.04453,0.00052
4204,4271,HTS022,2017-10-28,375-R3,97982,I23,375-R3_I23,A375,1.9,control,0,M,control,0,M,81,58,2017-10-27 15:52:36,81,0.04632,0.00167
4205,4272,HTS022,2017-10-28,375-R3,97982,J02,375-R3_J02,A375,1.9,control,0,M,control,0,M,77,48,2017-10-27 15:52:36,77,0.04669,0.0016
4206,4273,HTS022,2017-10-28,375-R3,97982,J03,375-R3_J03,A375,1.9,raf265,0.000001,M,trametinib,0.0000004,M,86,64,2017-10-27 15:52:36,86,-0.00832,0.00066
4207,4275,HTS022,2017-10-28,375-R3,97982,J05,375-R3_J05,A375,1.9,raf265,0.000001,M,trametinib,0.000000025,M,65,39,2017-10-27 15:52:36,65,0.00914,0.00111
4208,4276,HTS022,2017-10-28,375-R3,97982,J06,375-R3_J06,A375,1.9,raf265,0.000001,M,trametinib,6.2E-09,M,85,46,2017-10-27 15:52:36,85,0.00922,0.00082
4209,4277,HTS022,2017-10-28,375-R3,97982,J07,375-R3_J07,A375,1.9,raf265,0.000001,M,trametinib,1.6E-09,M,75,48,2017-10-27 15:52:36,75,0.01292,0.001
4210,4278,HTS022,2017-10-28,375-R3,97982,J08,375-R3_J08,A375,1.9,raf265,0.000001,M,trametinib,3.9E-10,M,87,58,2017-10-27 15:52:36,87,0.01511,0.00048
4211,4279,HTS022,2017-10-28,375-R3,97982,J09,375-R3_J09,A375,1.9,raf265,0.000001,M,trametinib,9.8E-11,M,76,44,2017-10-27 15:52:36,76,0.01701,0.00109
4212,4280,HTS022,2017-10-28,375-R3,97982,J10,375-R3_J10,A375,1.9,raf265,0.000001,M,trametinib,2.4E-11,M,71,48,2017-10-27 15:52:36,71,0.01409,0.00126
4213,4281,HTS022,2017-10-28,375-R3,97982,J11,375-R3_J11,A375,1.9,raf265,0.000001,M,trametinib,6.1E-12,M,63,44,2017-10-27 15:52:36,63,0.01981,0.00078
4214,4282,HTS022,2017-10-28,375-R3,97982,J12,375-R3_J12,A375,1.9,raf265,0.000001,M,control,0,M,98,66,2017-10-27 15:52:36,98,0.02179,0.00079
4215,4283,HTS022,2017-10-28,375-R3,97982,J13,375-R3_J13,A375,1.9,raf265,0.000001,M,pd98059,0.0000004,M,93,60,2017-10-27 15:52:36,93,0.01258,0.0013
4216,4284,HTS022,2017-10-28,375-R3,97982,J14,375-R3_J14,A375,1.9,raf265,0.000001,M,pd98059,0.0000001,M,75,57,2017-10-27 15:52:36,75,0.02024,0.00119
4217,4285,HTS022,2017-10-28,375-R3,97982,J15,375-R3_J15,A375,1.9,raf265,0.000001,M,pd98059,0.000000025,M,97,66,2017-10-27 15:52:36,97,0.02046,0.00096
4218,4286,HTS022,2017-10-28,375-R3,97982,J16,375-R3_J16,A375,1.9,raf265,0.000001,M,pd98059,6.2E-09,M,78,49,2017-10-27 15:52:36,78,0.02124,0.0015
4219,4287,HTS022,2017-10-28,375-R3,97982,J17,375-R3_J17,A375,1.9,raf265,0.000001,M,pd98059,1.6E-09,M,98,66,2017-10-27 15:52:36,98,0.01898,0.0008
4220,4288,HTS022,2017-10-28,375-R3,97982,J18,375-R3_J18,A375,1.9,raf265,0.000001,M,pd98059,3.9E-10,M,92,58,2017-10-27 15:52:36,92,0.02319,0.00109
4221,4289,HTS022,2017-10-28,375-R3,97982,J19,375-R3_J19,A375,1.9,raf265,0.000001,M,pd98059,9.8E-11,M,101,76,2017-10-27 15:52:36,101,0.0221,0.00105
4222,4290,HTS022,2017-10-28,375-R3,97982,J20,375-R3_J20,A375,1.9,raf265,0.000001,M,pd98059,2.4E-11,M,79,47,2017-10-27 15:52:36,79,0.02161,0.00111
4223,4291,HTS022,2017-10-28,375-R3,97982,J21,375-R3_J21,A375,1.9,raf265,0.000001,M,pd98059,6.1E-12,M,82,52,2017-10-27 15:52:36,82,0.02656,0.00111
4224,4292,HTS022,2017-10-28,375-R3,97982,J22,375-R3_J22,A375,1.9,raf265,0.000001,M,control,0,M,77,47,2017-10-27 15:52:36,77,0.02306,0.00112
4225,4293,HTS022,2017-10-28,375-R3,97982,J23,375-R3_J23,A375,1.9,control,0,M,control,0,M,61,45,2017-10-27 15:52:36,61,0.04761,0.00158
4226,4294,HTS022,2017-10-28,375-R3,98014,K02,375-R3_K02,A375,8,control,0,M,control,0,M,106,73,2017-10-27 21:58:02,106,0.04603,0.00166
4227,4295,HTS022,2017-10-28,375-R3,97982,K03,375-R3_K03,A375,1.9,raf265,0.00000025,M,trametinib,0.0000004,M,68,42,2017-10-27 15:52:36,68,-0.00653,0.00117
4228,4297,HTS022,2017-10-28,375-R3,97982,K05,375-R3_K05,A375,1.9,raf265,0.00000025,M,trametinib,0.000000025,M,76,53,2017-10-27 15:52:36,76,0.00946,0.00129
4229,4298,HTS022,2017-10-28,375-R3,97982,K06,375-R3_K06,A375,1.9,raf265,0.00000025,M,trametinib,6.2E-09,M,89,59,2017-10-27 15:52:36,89,0.00849,0.00091
4230,4299,HTS022,2017-10-28,375-R3,97982,K07,375-R3_K07,A375,1.9,raf265,0.00000025,M,trametinib,1.6E-09,M,70,33,2017-10-27 15:52:36,70,0.0133,0.00047
4231,4300,HTS022,2017-10-28,375-R3,97982,K08,375-R3_K08,A375,1.9,raf265,0.00000025,M,trametinib,3.9E-10,M,78,52,2017-10-27 15:52:36,78,0.01457,0.00094
4232,4301,HTS022,2017-10-28,375-R3,97982,K09,375-R3_K09,A375,1.9,raf265,0.00000025,M,trametinib,9.8E-11,M,91,54,2017-10-27 15:52:36,91,0.01614,0.00086
4233,4302,HTS022,2017-10-28,375-R3,97982,K10,375-R3_K10,A375,1.9,raf265,0.00000025,M,trametinib,2.4E-11,M,70,47,2017-10-27 15:52:36,70,0.02017,0.00082
4234,4303,HTS022,2017-10-28,375-R3,97982,K11,375-R3_K11,A375,1.9,raf265,0.00000025,M,trametinib,6.1E-12,M,74,38,2017-10-27 15:52:36,74,0.01991,0.00084
4235,4304,HTS022,2017-10-28,375-R3,97982,K12,375-R3_K12,A375,1.9,raf265,0.00000025,M,control,0,M,72,49,2017-10-27 15:52:36,72,0.02265,0.00103
4236,4305,HTS022,2017-10-28,375-R3,97982,K13,375-R3_K13,A375,1.9,raf265,0.00000025,M,pd98059,0.0000004,M,64,36,2017-10-27 15:52:36,64,0.01573,0.00141
4237,4306,HTS022,2017-10-28,375-R3,97982,K14,375-R3_K14,A375,1.9,raf265,0.00000025,M,pd98059,0.0000001,M,87,62,2017-10-27 15:52:36,87,0.02031,0.00114
4238,4307,HTS022,2017-10-28,375-R3,97982,K15,375-R3_K15,A375,1.9,raf265,0.00000025,M,pd98059,0.000000025,M,105,72,2017-10-27 15:52:36,105,0.02046,0.00099
4239,4308,HTS022,2017-10-28,375-R3,97982,K16,375-R3_K16,A375,1.9,raf265,0.00000025,M,pd98059,6.2E-09,M,104,53,2017-10-27 15:52:36,104,0.02469,0.00056
4240,4309,HTS022,2017-10-28,375-R3,97982,K17,375-R3_K17,A375,1.9,raf265,0.00000025,M,pd98059,1.6E-09,M,85,56,2017-10-27 15:52:36,85,0.02552,0.0013
4241,4310,HTS022,2017-10-28,375-R3,97982,K18,375-R3_K18,A375,1.9,raf265,0.00000025,M,pd98059,3.9E-10,M,93,59,2017-10-27 15:52:36,93,0.02535,0.00084
4242,4311,HTS022,2017-10-28,375-R3,97982,K19,375-R3_K19,A375,1.9,raf265,0.00000025,M,pd98059,9.8E-11,M,83,55,2017-10-27 15:52:36,83,0.02595,0.00083
4243,4312,HTS022,2017-10-28,375-R3,97982,K20,375-R3_K20,A375,1.9,raf265,0.00000025,M,pd98059,2.4E-11,M,79,57,2017-10-27 15:52:36,79,0.02487,0.00083
4244,4313,HTS022,2017-10-28,375-R3,97982,K21,375-R3_K21,A375,1.9,raf265,0.00000025,M,pd98059,6.1E-12,M,111,82,2017-10-27 15:52:36,111,0.0279,0.00139
4245,4314,HTS022,2017-10-28,375-R3,97982,K22,375-R3_K22,A375,1.9,raf265,0.00000025,M,control,0,M,72,56,2017-10-27 15:52:36,72,0.02813,0.00049
4246,4315,HTS022,2017-10-28,375-R3,97982,K23,375-R3_K23,A375,1.9,control,0,M,control,0,M,72,53,2017-10-27 15:52:36,72,0.04622,0.00123
4247,4316,HTS022,2017-10-28,375-R3,97982,L02,375-R3_L02,A375,1.9,control,0,M,control,0,M,71,47,2017-10-27 15:52:36,71,0.04759,0.0015
4248,4317,HTS022,2017-10-28,375-R3,97982,L03,375-R3_L03,A375,1.9,raf265,0.000000063,M,trametinib,0.0000004,M,66,49,2017-10-27 15:52:36,66,-0.00861,0.00173
4249,4319,HTS022,2017-10-28,375-R3,97982,L05,375-R3_L05,A375,1.9,raf265,0.000000063,M,trametinib,0.000000025,M,84,52,2017-10-27 15:52:36,84,0.00966,0.00098
4250,4320,HTS022,2017-10-28,375-R3,97982,L06,375-R3_L06,A375,1.9,raf265,0.000000063,M,trametinib,6.2E-09,M,76,51,2017-10-27 15:52:36,76,0.01029,0.00096
4251,4321,HTS022,2017-10-28,375-R3,97982,L07,375-R3_L07,A375,1.9,raf265,0.000000063,M,trametinib,1.6E-09,M,78,53,2017-10-27 15:52:36,78,0.01215,0.00071
4252,4322,HTS022,2017-10-28,375-R3,97982,L08,375-R3_L08,A375,1.9,raf265,0.000000063,M,trametinib,3.9E-10,M,69,47,2017-10-27 15:52:36,69,0.01502,0.0015
4253,4323,HTS022,2017-10-28,375-R3,97982,L09,375-R3_L09,A375,1.9,raf265,0.000000063,M,trametinib,9.8E-11,M,78,50,2017-10-27 15:52:36,78,0.01547,0.00086
4254,4324,HTS022,2017-10-28,375-R3,97982,L10,375-R3_L10,A375,1.9,raf265,0.000000063,M,trametinib,2.4E-11,M,115,66,2017-10-27 15:52:36,115,0.01993,0.00105
4255,4325,HTS022,2017-10-28,375-R3,97982,L11,375-R3_L11,A375,1.9,raf265,0.000000063,M,trametinib,6.1E-12,M,95,69,2017-10-27 15:52:36,95,0.01877,0.00113
4256,4326,HTS022,2017-10-28,375-R3,97982,L12,375-R3_L12,A375,1.9,raf265,0.000000063,M,control,0,M,76,59,2017-10-27 15:52:36,76,0.02333,0.00089
4257,4327,HTS022,2017-10-28,375-R3,97982,L13,375-R3_L13,A375,1.9,raf265,0.000000063,M,pd98059,0.0000004,M,62,40,2017-10-27 15:52:36,62,0.01574,0.00189
4258,4328,HTS022,2017-10-28,375-R3,97982,L14,375-R3_L14,A375,1.9,raf265,0.000000063,M,pd98059,0.0000001,M,74,47,2017-10-27 15:52:36,74,0.0241,0.00118
4259,4329,HTS022,2017-10-28,375-R3,97982,L15,375-R3_L15,A375,1.9,raf265,0.000000063,M,pd98059,0.000000025,M,78,50,2017-10-27 15:52:36,78,0.02406,0.0011
4260,4330,HTS022,2017-10-28,375-R3,97982,L16,375-R3_L16,A375,1.9,raf265,0.000000063,M,pd98059,6.2E-09,M,80,49,2017-10-27 15:52:36,80,0.02658,0.00133
4261,4331,HTS022,2017-10-28,375-R3,97982,L17,375-R3_L17,A375,1.9,raf265,0.000000063,M,pd98059,1.6E-09,M,58,37,2017-10-27 15:52:36,58,0.02429,0.00118
4262,4332,HTS022,2017-10-28,375-R3,97982,L18,375-R3_L18,A375,1.9,raf265,0.000000063,M,pd98059,3.9E-10,M,81,52,2017-10-27 15:52:36,81,0.02867,0.00122
4263,4333,HTS022,2017-10-28,375-R3,97982,L19,375-R3_L19,A375,1.9,raf265,0.000000063,M,pd98059,9.8E-11,M,69,42,2017-10-27 15:52:36,69,0.0268,0.00048
4264,4334,HTS022,2017-10-28,375-R3,97982,L20,375-R3_L20,A375,1.9,raf265,0.000000063,M,pd98059,2.4E-11,M,71,37,2017-10-27 15:52:36,71,0.02647,0.00066
4265,4335,HTS022,2017-10-28,375-R3,97982,L21,375-R3_L21,A375,1.9,raf265,0.000000063,M,pd98059,6.1E-12,M,71,48,2017-10-27 15:52:36,71,0.02897,0.00106
4266,4336,HTS022,2017-10-28,375-R3,97982,L22,375-R3_L22,A375,1.9,raf265,0.000000063,M,control,0,M,80,54,2017-10-27 15:52:36,80,0.03104,0.00114
4267,4337,HTS022,2017-10-28,375-R3,97982,L23,375-R3_L23,A375,1.9,control,0,M,control,0,M,106,62,2017-10-27 15:52:36,106,0.04678,0.00144
4268,4338,HTS022,2017-10-28,375-R3,97982,M02,375-R3_M02,A375,1.9,control,0,M,control,0,M,67,47,2017-10-27 15:52:36,67,0.03825,0.00122
4269,4339,HTS022,2017-10-28,375-R3,97982,M03,375-R3_M03,A375,1.9,raf265,0.000000016,M,trametinib,0.0000004,M,82,51,2017-10-27 15:52:36,82,-0.00745,0.00166
4270,4341,HTS022,2017-10-28,375-R3,97982,M05,375-R3_M05,A375,1.9,raf265,0.000000016,M,trametinib,0.000000025,M,65,47,2017-10-27 15:52:36,65,0.00772,0.0011
4271,4342,HTS022,2017-10-28,375-R3,97982,M06,375-R3_M06,A375,1.9,raf265,0.000000016,M,trametinib,6.2E-09,M,74,55,2017-10-27 15:52:36,74,0.01041,0.00124
4272,4343,HTS022,2017-10-28,375-R3,97982,M07,375-R3_M07,A375,1.9,raf265,0.000000016,M,trametinib,1.6E-09,M,81,60,2017-10-27 15:52:36,81,0.01349,0.00074
4273,4344,HTS022,2017-10-28,375-R3,97982,M08,375-R3_M08,A375,1.9,raf265,0.000000016,M,trametinib,3.9E-10,M,75,48,2017-10-27 15:52:36,75,0.01652,0.0012
4274,4345,HTS022,2017-10-28,375-R3,97982,M09,375-R3_M09,A375,1.9,raf265,0.000000016,M,trametinib,9.8E-11,M,69,61,2017-10-27 15:52:36,69,0.01862,0.0014
4275,4346,HTS022,2017-10-28,375-R3,97982,M10,375-R3_M10,A375,1.9,raf265,0.000000016,M,trametinib,2.4E-11,M,80,57,2017-10-27 15:52:36,80,0.02155,0.00154
4276,4347,HTS022,2017-10-28,375-R3,97982,M11,375-R3_M11,A375,1.9,raf265,0.000000016,M,trametinib,6.1E-12,M,66,45,2017-10-27 15:52:36,66,0.01895,0.00085
4277,4348,HTS022,2017-10-28,375-R3,97982,M12,375-R3_M12,A375,1.9,raf265,0.000000016,M,control,0,M,66,48,2017-10-27 15:52:36,66,0.02876,0.00101
4278,4349,HTS022,2017-10-28,375-R3,97982,M13,375-R3_M13,A375,1.9,raf265,0.000000016,M,pd98059,0.0000004,M,88,62,2017-10-27 15:52:36,88,0.01869,0.00159
4279,4350,HTS022,2017-10-28,375-R3,97982,M14,375-R3_M14,A375,1.9,raf265,0.000000016,M,pd98059,0.0000001,M,81,52,2017-10-27 15:52:36,81,0.0293,0.00193
4280,4351,HTS022,2017-10-28,375-R3,97982,M15,375-R3_M15,A375,1.9,raf265,0.000000016,M,pd98059,0.000000025,M,114,80,2017-10-27 15:52:36,114,0.02562,0.00137
4281,4352,HTS022,2017-10-28,375-R3,97982,M16,375-R3_M16,A375,1.9,raf265,0.000000016,M,pd98059,6.2E-09,M,86,54,2017-10-27 15:52:36,86,0.02585,0.00073
4282,4353,HTS022,2017-10-28,375-R3,97982,M17,375-R3_M17,A375,1.9,raf265,0.000000016,M,pd98059,1.6E-09,M,81,59,2017-10-27 15:52:36,81,0.02395,0.00095
4283,4354,HTS022,2017-10-28,375-R3,97982,M18,375-R3_M18,A375,1.9,raf265,0.000000016,M,pd98059,3.9E-10,M,98,63,2017-10-27 15:52:36,98,0.03516,0.0016
4284,4355,HTS022,2017-10-28,375-R3,97982,M19,375-R3_M19,A375,1.9,raf265,0.000000016,M,pd98059,9.8E-11,M,66,46,2017-10-27 15:52:36,66,0.02899,0.00123
4285,4356,HTS022,2017-10-28,375-R3,97982,M20,375-R3_M20,A375,1.9,raf265,0.000000016,M,pd98059,2.4E-11,M,100,83,2017-10-27 15:52:36,100,0.02787,0.00122
4286,4357,HTS022,2017-10-28,375-R3,97982,M21,375-R3_M21,A375,1.9,raf265,0.000000016,M,pd98059,6.1E-12,M,61,42,2017-10-27 15:52:36,61,0.0303,0.00055
4287,4358,HTS022,2017-10-28,375-R3,97982,M22,375-R3_M22,A375,1.9,raf265,0.000000016,M,control,0,M,80,50,2017-10-27 15:52:36,80,0.03256,0.00132
4288,4359,HTS022,2017-10-28,375-R3,97982,M23,375-R3_M23,A375,1.9,control,0,M,control,0,M,66,44,2017-10-27 15:52:36,66,0.04543,0.00098
4289,4360,HTS022,2017-10-28,375-R3,97982,N02,375-R3_N02,A375,1.9,control,0,M,control,0,M,69,46,2017-10-27 15:52:36,69,0.04458,0.00112
4290,4361,HTS022,2017-10-28,375-R3,97982,N03,375-R3_N03,A375,1.9,raf265,3.9E-09,M,trametinib,0.0000004,M,50,42,2017-10-27 15:52:36,50,-0.00985,0.00169
4291,4363,HTS022,2017-10-28,375-R3,97982,N05,375-R3_N05,A375,1.9,raf265,3.9E-09,M,trametinib,0.000000025,M,63,42,2017-10-27 15:52:36,63,0.00767,0.00176
4292,4364,HTS022,2017-10-28,375-R3,97982,N06,375-R3_N06,A375,1.9,raf265,3.9E-09,M,trametinib,6.2E-09,M,64,51,2017-10-27 15:52:36,64,0.01015,0.0018
4293,4365,HTS022,2017-10-28,375-R3,97982,N07,375-R3_N07,A375,1.9,raf265,3.9E-09,M,trametinib,1.6E-09,M,85,61,2017-10-27 15:52:36,85,0.01172,0.00123
4294,4366,HTS022,2017-10-28,375-R3,97982,N08,375-R3_N08,A375,1.9,raf265,3.9E-09,M,trametinib,3.9E-10,M,74,51,2017-10-27 15:52:36,74,0.01524,0.00108
4295,4367,HTS022,2017-10-28,375-R3,97982,N09,375-R3_N09,A375,1.9,raf265,3.9E-09,M,trametinib,9.8E-11,M,94,71,2017-10-27 15:52:36,94,0.01845,0.00047
4296,4368,HTS022,2017-10-28,375-R3,97982,N10,375-R3_N10,A375,1.9,raf265,3.9E-09,M,trametinib,2.4E-11,M,72,46,2017-10-27 15:52:36,72,0.01884,0.001
4297,4369,HTS022,2017-10-28,375-R3,97982,N11,375-R3_N11,A375,1.9,raf265,3.9E-09,M,trametinib,6.1E-12,M,76,50,2017-10-27 15:52:36,76,0.02141,0.00149
4298,4370,HTS022,2017-10-28,375-R3,97982,N12,375-R3_N12,A375,1.9,raf265,3.9E-09,M,control,0,M,78,50,2017-10-27 15:52:36,78,0.02721,0.00068
4299,4371,HTS022,2017-10-28,375-R3,97982,N13,375-R3_N13,A375,1.9,raf265,3.9E-09,M,pd98059,0.0000004,M,68,42,2017-10-27 15:52:36,68,0.02186,0.00201
4300,4372,HTS022,2017-10-28,375-R3,97982,N14,375-R3_N14,A375,1.9,raf265,3.9E-09,M,pd98059,0.0000001,M,81,54,2017-10-27 15:52:36,81,0.02456,0.00113
4301,4373,HTS022,2017-10-28,375-R3,97982,N15,375-R3_N15,A375,1.9,raf265,3.9E-09,M,pd98059,0.000000025,M,68,50,2017-10-27 15:52:36,68,0.02153,0.00112
4302,4374,HTS022,2017-10-28,375-R3,97982,N16,375-R3_N16,A375,1.9,raf265,3.9E-09,M,pd98059,6.2E-09,M,68,47,2017-10-27 15:52:36,68,0.02357,0.0008
4303,4375,HTS022,2017-10-28,375-R3,97982,N17,375-R3_N17,A375,1.9,raf265,3.9E-09,M,pd98059,1.6E-09,M,69,44,2017-10-27 15:52:36,69,0.0278,0.00131
4304,4376,HTS022,2017-10-28,375-R3,97982,N18,375-R3_N18,A375,1.9,raf265,3.9E-09,M,pd98059,3.9E-10,M,81,57,2017-10-27 15:52:36,81,0.03659,0.00107
4305,4377,HTS022,2017-10-28,375-R3,97982,N19,375-R3_N19,A375,1.9,raf265,3.9E-09,M,pd98059,9.8E-11,M,82,61,2017-10-27 15:52:36,82,0.02678,0.00105
4306,4378,HTS022,2017-10-28,375-R3,97982,N20,375-R3_N20,A375,1.9,raf265,3.9E-09,M,pd98059,2.4E-11,M,84,60,2017-10-27 15:52:36,84,0.02976,0.00101
4307,4379,HTS022,2017-10-28,375-R3,97982,N21,375-R3_N21,A375,1.9,raf265,3.9E-09,M,pd98059,6.1E-12,M,108,83,2017-10-27 15:52:36,108,0.02267,0.00059
4308,4380,HTS022,2017-10-28,375-R3,97982,N22,375-R3_N22,A375,1.9,raf265,3.9E-09,M,control,0,M,64,47,2017-10-27 15:52:36,64,0.0245,0.00058
